3800.00,3500.00,4300.00,3431.11,4300.00,173.51,4300.00,0.00,4300.00,0.00,2909.25,0.00,1226.72,0.00,0.00,167.23,0.00,3422.93,18.99,3297.41,496.50,2362.83,4.05,1237.09,972.20,173.58,2202.58,153.28,3167.97,156.14,3809.50,138.66,4279.01,2131.18,4260.88,2837.77,4268.30,3102.21,4261.59,3263.41,4282.01,3405.00,0.00,0.00,
3800.00,3498.00,4300.00,3431.40,4300.00,1751.37,4300.00,0.00,4300.00,199.49,3237.49,189.31,2787.06,1707.48,2163.90,2094.71,26.44,3405.78,33.08,3467.08,1141.03,2554.37,9.41,1276.00,1064.37,201.13,2482.46,634.81,3225.22,174.01,3865.33,157.03,4289.11,2143.13,4279.70,2796.12,4278.67,3092.20,4285.48,3273.26,4295.97,3400.60,0.00,0.00,
3800.00,3498.00,4300.00,3430.64,4300.00,1748.19,4300.00,0.00,4300.00,198.58,3232.43,190.17,2784.32,1709.03,2161.76,2097.21,26.31,3411.56,36.26,3323.49,1133.41,2541.75,7.26,1258.69,979.26,196.00,2210.23,172.70,3174.32,165.73,3875.04,155.96,4292.36,2145.17,4281.17,2797.07,4279.85,3092.32,4282.50,3264.96,4298.50,3409.31,7.00,2.00,
3800.00,3495.00,4300.00,3427.64,4300.00,1745.83,4300.00,0.00,4300.00,196.57,3232.43,187.17,2784.32,1706.03,2161.76,2094.21,26.31,3408.56,37.05,3327.91,1134.15,2545.48,14.08,1268.65,976.62,200.77,2211.47,185.30,3170.33,166.36,3871.01,156.76,4290.73,2144.46,4280.33,2796.38,4278.58,3092.26,4285.70,3252.53,4298.39,3408.59,28.00,32.00,
3800.00,3489.00,4300.00,3422.40,4300.00,1743.01,4300.00,0.00,4300.00,191.48,3237.83,182.28,2788.05,1700.22,2163.90,2085.71,26.44,3396.78,37.04,3324.90,1141.67,2545.08,5.37,1260.60,982.39,204.56,2210.93,181.32,3230.96,169.53,4045.01,154.90,4287.58,2149.77,4279.73,2794.06,4278.57,3089.12,4282.21,3261.13,4297.30,3369.86,65.00,69.00,
3800.00,3479.00,4300.00,3412.40,4300.00,1733.01,4300.00,0.00,4300.00,181.48,3237.83,172.28,2788.05,1690.22,2168.48,2079.59,26.44,3386.78,34.19,3443.74,1156.30,2538.86,9.58,1248.56,993.84,201.05,2220.23,181.09,3176.89,164.30,3933.74,150.70,4286.47,2152.08,4281.93,2786.28,4280.09,3068.28,4281.65,3255.38,4295.29,3390.95,98.00,98.00,
3800.00,3467.00,4300.00,3400.40,4300.00,1728.04,4300.00,0.00,4300.00,169.48,3237.83,160.28,2788.05,1678.22,2168.48,2067.59,26.44,3374.78,34.19,3432.79,1161.02,2529.57,0.09,1232.05,1006.22,204.51,2224.56,179.15,3178.56,162.19,3817.89,153.11,4286.47,2141.13,4281.35,2776.14,4273.06,3049.02,4282.56,3244.03,4295.29,3380.00,122.00,124.00,
3800.00,3452.00,4300.00,3385.40,4300.00,1713.04,4300.00,0.00,4300.00,180.06,3243.05,175.84,2800.92,1685.81,2168.48,2052.59,26.44,3359.78,34.18,3419.31,1168.56,2518.74,8.72,1223.62,1012.08,197.86,2228.89,174.69,3182.08,167.38,3875.25,151.44,4286.82,2126.71,4281.35,2762.67,4272.40,3050.24,4286.06,3218.82,4292.90,3358.07,157.00,155.00,
3800.00,3433.00,4300.00,3366.40,4300.00,1694.04,4300.00,0.00,4300.00,161.06,3243.05,156.84,2800.92,1666.81,2185.25,2047.83,28.44,3340.80,37.26,3287.96,1185.99,2473.32,0.15,1128.69,1110.59,199.75,2525.78,669.35,3240.80,165.97,3875.23,151.44,4287.90,2049.52,4280.11,2738.67,4273.05,3035.54,4282.07,3210.37,4291.40,3313.42,189.00,186.00,
3800.00,3413.00,4298.37,3346.39,4300.00,1696.41,4300.00,0.00,4300.00,141.06,3243.05,136.84,2800.92,1646.81,2185.25,2027.83,28.44,3320.80,37.25,3270.81,1193.49,2458.95,7.83,1116.22,1124.63,199.54,2532.88,667.64,3242.49,158.68,3817.71,152.48,4287.90,2032.37,4279.54,2722.35,4273.05,3018.39,4277.95,3184.85,4293.58,3304.86,201.00,200.00,
3800.00,3393.00,4298.37,3326.39,4300.00,1676.41,4300.00,0.00,4300.00,177.14,3252.97,175.00,2800.92,1626.81,2185.25,2007.83,28.44,3300.80,35.13,3315.71,1183.63,2486.12,8.69,1095.98,1137.40,194.17,2544.15,671.42,3245.68,156.65,3874.36,151.52,4287.57,2012.56,4279.54,2701.59,4273.34,2982.78,4278.84,3163.64,4288.11,3267.23,198.00,199.00,
3800.00,3374.00,4298.37,3307.39,4300.00,1657.41,4300.00,0.00,4300.00,158.14,3252.97,156.00,2822.71,1646.04,2215.74,2014.72,2284.40,3295.74,37.26,3228.97,1177.50,2513.98,2038.02,2134.31,2480.55,1792.59,2555.43,674.88,3250.56,164.16,3873.89,151.44,4290.54,1982.99,4273.91,2688.78,4280.63,2970.03,4282.07,3151.39,4284.88,3274.07,199.00,195.00,
3800.00,3354.00,4288.37,3287.35,4300.00,1662.97,4300.00,0.00,4300.00,138.14,3252.97,136.00,2822.71,1626.04,2215.74,1994.72,2284.40,3275.74,35.13,3273.72,1194.02,2447.78,2071.47,2137.11,2527.79,1828.64,2566.28,677.59,3255.11,169.87,3873.43,150.53,4287.24,1971.52,4279.54,2659.61,4273.05,2955.64,4282.07,3130.48,4281.73,3236.07,199.00,199.00,
3800.00,3333.00,4288.37,3266.35,4300.00,1641.97,4300.00,0.00,4300.00,180.11,3262.56,171.18,2822.71,1605.04,2215.74,1973.72,2284.40,3254.74,35.13,3252.94,1175.14,2522.04,2098.39,2135.42,2546.31,1830.18,2574.63,674.99,3258.47,168.80,3928.65,151.50,4290.54,1941.30,4279.54,2638.83,4273.81,2934.21,4278.84,3100.88,4283.86,3223.71,199.00,200.00,
3800.00,3314.00,4288.26,3246.60,4300.00,1619.88,4300.00,0.00,4300.00,160.24,3257.73,153.01,2837.94,1618.79,2242.67,1981.69,2284.28,3238.06,32.14,3230.94,1176.10,2500.41,2116.34,2126.21,2560.99,1825.95,2522.67,663.12,3203.58,158.77,3817.14,153.03,4290.88,1918.43,4285.18,2608.63,4280.63,2906.41,4278.84,3078.95,4278.88,3220.55,200.00,198.00,
3800.00,3294.00,4282.26,3226.58,4300.00,1622.93,4300.00,0.00,4300.00,140.24,3257.73,133.01,2837.94,1598.79,2242.67,1961.69,2293.28,3218.10,35.03,3214.03,1195.57,2438.46,2128.14,2116.30,2575.40,1825.57,2589.00,670.67,3205.68,166.98,3868.59,154.83,4292.03,1889.46,4283.86,2588.06,4280.18,2885.01,4277.68,3058.00,4276.94,3190.82,200.00,197.00,
3800.00,3274.00,4282.37,3207.32,4300.00,1605.97,4300.00,0.00,4300.00,185.06,3262.56,112.18,2840.53,1577.32,2244.71,1939.31,2293.40,3195.80,34.98,3194.64,1176.35,2512.69,2148.79,2110.90,2593.22,1827.23,2594.41,664.56,3263.78,164.70,3866.62,153.56,4290.29,1946.22,4284.06,2565.76,4272.40,2870.08,4281.69,3044.90,4278.70,3177.69,199.00,201.00,
